order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,quantity,price,datetime,city,country(state),ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
17, 14, Kumar Singh,201137,CX-5,Mazda,Wallet,15,26250.00,12-05-2021 21:38:28,Charlotte,North Carolina,Car Max,SL-251961,Y,
18, 18, Susan Boyle,200528,Grand Cherokee,Jeep,Internet Banking,7,39000.00,09-17-2021 14:46:41,Atlanta,Georgia,Carfax,GI-384048,Y,
19, 1, John Smith,201278,Outback,Subaru,UPI,8,26945.00,10-05-2021 17:36:37,Columbus,Georgia,eBay,Rj-358634,Y,
20, 22, Jenny Pickard,400562,Wrangler,Jeep,Internet Banking,6,30295.00,02-24-2021 19:00:07,Baton Rouge,Louisiana,AutoTrader,Qj-219793,Y,
21, 5, Brandon Johnson,100379,1500,Ram,Internet Banking,15,33975.00,12-11-2021 05:03:13,Fort Smith,Arkansas,eBay,Su-927653,Y,
22, 3 ,Alexander Hopkins,300804,Model 3,Tesla,Internet Banking,10,46990.00,09-28-2021 23:23:10,Jackson,Kentucky,AutoTrader,YN-324093,Y,
23, 15, Micheal Smith,100145,Chevrolet,Chevrolet,364,13,34600.00,04-09-2021 13:52:20,Greensboro,North Carolina,Car Max,SS-806958,Z,
24, 1, John Smith,300995,Altima,Nissan,UPI,7,24900.00,03-12-2021 07:12:45,Louisville,Kentucky,Carfax,lo-607487,Y,
25, 23, Usamah Khan,200794,HR-V,Honda,Wallet,9,23650.00,09-05-2021 09:54:42,Beckley,West Virginia,Carvana,iY-480615,Y,
26, 8, Justin Thomas,300804,Model 3,Tesla,Card,1,46990.00,12-06-2021 15:37:16,Augusta,Georgia,Carvana,jl-372346,Y,
27, 11, Chris Jones,300786,Civic,Honda,Internet Banking,5,22550.00,08-13-2021 17:52:20,West Palm Beach,Florida,Carvana,Yb-373633,Y,
28, 11, Chris Jones,200967,Rogue,Nissan,Card,19,27150.00,08-16-2021 16:14:48,Montgomery,Alabama,Car Max,xB-549054,Y,
29, 4, Rashid Matthews,200787,CR-V,Honda,UPI,10,26800.00,02-12-2021 16:28:01,Fort Smith,Arkansas,Car Max,Nx-118397,Y,
30, 3 ,Alexander Hopkins,200967,Rogue,Nissan,Internet Banking,11,27150.00,09-13-2021 08:42:25,Charleston,West Virginia,eBay,wf-450662,Y,
31, 16, Dave Hernandez,200787,CR-V,Honda,Wallet,9,26800.00,01-15-2021 09:23:58,Fort Myers,Florida,AutoTrader,Kj-224102,Y,
32, 16, Dave Hernandez,300451,Corolla,Toyota,Wallet,19,20425.00,03-20-2021 06:22:01,Athens,Georgia,AutoTrader,RC-685468,Y,
33, 14, Kumar Singh,200528,Grand Cherokee,Jeep,UPI,9,39000.00,03-22-2021 04:44:55,Savannah,Georgia,eBay,Va-265754,Y,
34, 8, Justin Thomas,200967,Rogue,Nissan,Wallet,14,27150.00,02-02-2021 02:43:07,Norfolk,Virginia,AutoTrader,FE-489350,Y,
35, 4, Rashid Matthews,200261,Escape,Ford,UPI,15,27185.00,08-03-2021 02:07:14,Charleston,West Virginia,eBay,Iw-312406,Y,
36, 1, John Smith,300995,Altima,Nissan,UPI,17,24900.00,03-29-2021 04:18:15,New Orleans,Louisiana,Carvana,Qk-661767,Y,
37, 15, Micheal Smith,300857,Model Y,Tesla,Internet Banking,18,65990.00,09-03-2021 14:15:07,Dulles,Virginia,Carfax,OF-913775,N,Incorrect Pin
38, 12, Eric Kemsley,100379,1500,Ram,Wallet,12,33975.00,01-20-2021 03:17:25,Johnson City,Tennessee,Carfax,sy-414153,Y,
39, 12, Eric Kemsley,201137,CX-5,Mazda,Internet Banking,14,26250.00,06-01-2021 19:19:19,Mobile,Alabama,Car Max,Jo-203459,Y,
40, 25, Karen Smith,200787,CR-V,Honda,Card,8,26800.00,01-27-2021 23:20:07,Asheville,North Carolina,Carfax,eo-520823,N,Merchant account blocks the transaction
41, 10, Max Halloway,400562,Wrangler,Jeep,UPI,2,30295.00,10-20-2021 06:18:18,Beckley,West Virginia,Carfax,cT-228509,Y,
42, 5, Brandon Johnson,200787,CR-V,Honda,Wallet,14,26800.00,12-21-2021 07:59:15,Baton Rouge,Louisiana,Car Max,hU-800397,Y,
43, 17, Maria Garcia,201278,Outback,Subaru,Card,13,26945.00,02-04-2021 21:24:01,Jackson,Mississippi,AutoTrader,xf-363998,Y,
44, 11, Chris Jones,100494,Highlander,Toyota,Wallet,17,35855.00,11-24-2021 17:29:43,Jackson,Mississippi,Car Max,fw-236458,N,Credit or debit card is expired 
45, 19, Jordan Brown,300995,Altima,Nissan,Wallet,13,24900.00,01-12-2021 18:36:33,Savannah,Georgia,AutoTrader,ur-304415,Y,
46, 14, Kumar Singh,201081,Tucson,Hyundai,Card,4,24950.00,10-11-2021 18:20:40,Kingsport,Tennessee,Carfax,zu-934411,Y,
47, 22, Jenny Pickard,100243,F-150,Ford,UPI,3,45525.00,03-16-2021 05:47:03,Bowling Green,Kentucky,Carvana,pi-778687,Y,
48, 5, Brandon Johnson,200261,Escape,Ford,Card,11,27185.00,02-22-2021 14:17:11,Lynchburg,Virginia,Carfax,zO-903953,N,Incorrect Pin
49, 7, Calvin Harris,300804,Model 3,Tesla,UPI,1,46990.00,01-29-2021 20:08:39,Greenville,South Carolina,Carvana,tb-585676,Y,
50, 16, Dave Hernandez,300479,Camry,Toyota,Internet Banking,6,25945.00,06-29-2021 12:43:44,Paducah,Kentucky,Carvana,hr-853738,Y,
51, 19, Jordan Brown,200528,Grand Cherokee,Jeep,UPI,7,39000.00,12-20-2021 11:31:05,Knoxville,Tennessee,Carfax,MK-115356,Y,
52, 20, Ryan Collier,300479,Camry,Toyota,Internet Banking,15,25945.00,01-28-2021 11:09:11,Bowling Green,Kentucky,Car Max,gx-019224,Y,
53, 17, Maria Garcia,200528,Grand Cherokee,Jeep,UPI,9,39000.00,01-08-2021 14:14:22,Charleston,West Virginia,eBay,bC-778443,Y,
54, 9, Chloe Howells,100145,Silverado,Chevrolet,Wallet,16,34600.00,07-26-2021 03:53:03,Bowling Green,Kentucky,AutoTrader,TO-233773,Y,
55, 1, John Smith,400562,Wrangler,Jeep,Wallet,18,30295.00,02-12-2021 20:43:33,Greenville,South Carolina,Car Max,mz-516812,Y,
56, 20, Ryan Collier,100494,Highlander,Toyota,UPI,5,35855.00,11-12-2021 16:00:02,Huntsville,Alabama,AutoTrader,od-055404,Y,
57, 16, Dave Hernandez,200967,Rogue,Nissan,Internet Banking,15,27150.00,06-06-2021 03:50:59,Greenville,South Carolina,AutoTrader,Ns-098844,Y,
58, 10, Max Halloway,200261,Escape,Ford,Card,21,27185.00,02-12-2021 06:31:20,New Orleans,Louisiana,Car Max,BU-348406,N,Incorrect Pin
59, 24, Amy Barnes,201081,Tucson,Hyundai,Wallet,4,24950.00,11-27-2021 23:58:37,North Little Rock,Arkansas,Car Max,eU-985999,Y,
60, 4, Rashid Matthews,300995,Altima,Nissan,UPI,12,24900.00,08-28-2021 13:08:38,Roanoke,Virginia,Carfax,OA-241492,Y,
61, 7, Calvin Harris,200528,Grand Cherokee,Jeep,Internet Banking,10,39000.00,12-25-2021 19:22:22,Fort Smith,Arkansas,Carfax,eb-302938,Y,
62, 1, John Smith,200967,Rogue,Nissan,Card,6,27150.00,10-05-2021 03:11:10,Beckley,West Virginia,Carvana,AR-225020,Y,
63, 3 ,Alexander Hopkins,100243,F-150,Ford,Wallet,12,45525.00,05-04-2021 22:44:39,New Orleans,Louisiana,Carvana,EP-238525,Y,
64, 25, Karen Smith,201081,Tucson,Hyundai,Card,13,24950.00,02-09-2021 23:58:36,Montgomery,Alabama,Car Max,Uf-683769,Y,
65, 5, Brandon Johnson,300723,Accord,Honda,UPI,8,26520.00,05-21-2021 22:01:23,Huntington,West Virginia,eBay,gJ-600605,Y,
66, 10, Max Halloway,300804,Model 3,Tesla,Wallet,3,46990.00,12-29-2021 13:55:37,New Orleans,Louisiana,eBay,gX-832634,Y,
67, 6, Alex Poppins,100243,F-150,Ford,Internet Banking,12,45525.00,05-20-2021 03:54:36,Birmingham,Alabama,Carfax,EY-079826,Y,
68, 13, James Rodriguez,200482,RAV4,Toyota,Wallet,1,26975.00,04-09-2021 07:04:14,Jackson,Mississippi,AutoTrader,MU-370084,Y,
69, 9, Chloe Howells,100409,Tacoma,Toyota,Wallet,19,27150.00,12-15-2021 22:52:29,Elkins,West Virginia,Carfax,Lf-371648,Y,
70, 18, Susan Boyle,200794,HR-V,Honda,Internet Banking,7,23650.00,08-09-2021 08:35:47,Cape Hatteras,North Carolina,eBay,BE-730349,Y,
71, 22, Jenny Pickard,201081,Tucson,Hyundai,Card,4,24950.00,04-06-2021 09:03:04,Tupelo,Mississippi,Carvana,cj-668776,Y,
72, 21, Louis Way,400562,Wrangler,Jeep,UPI,5,30295.00,05-07-2021 08:14:49,Bowling Green,Kentucky,Car Max,xh-306007,N,Merchant account blocks the transaction
73, 14, Kumar Singh,300451,Corolla,Toyota,Wallet,11,20425.00,08-14-2021 05:38:30,Augusta,Georgia,Carvana,ru-579087,Y,
74, 4, Rashid Matthews,100648,Sierra,GMC,UPI,11,37195.00,06-17-2021 10:50:52,Dulles,Virginia,Carvana,JY-594228,Y,
75, 20, Ryan Collier,300451,Corolla,Toyota,Card,13,20425.00,08-27-2021 16:17:53,Lexington,Kentucky,Carfax,xN-069819,Y,
76, 2, Mary Jane,200967,Rogue,Nissan,Card,11,27150.00,02-01-2021 17:30:27,Columbia,South Carolina,Carfax,BB-326749,Y,
77, 25, Karen Smith,300479,Camry,Toyota,Internet Banking,14,25945.00,03-13-2021 15:01:15,Fort Smith,Arkansas,Car Max,tc-027765,N,Incorrect Pin
78, 18, Susan Boyle,100145,Silverado,Chevrolet,Card,17,34600.00,11-07-2021 06:23:39,Meridian,Mississippi,Carfax,Ty-453232,Y,
79, 3 ,Alexander Hopkins,201278,Outback,Subaru,Internet Banking,6,26945.00,01-21-2021 12:36:20,Atlanta,Georgia,AutoTrader,se-385104,Y,
80, 4, Rashid Matthews,200967,Rogue,Nissan,Internet Banking,10,27150.00,06-15-2021 05:34:55,Johnson City,Tennessee,AutoTrader,rA-775990,N,Merchant account blocks the transaction
81, 20, Ryan Collier,400562,Wrangler,Jeep,UPI,12,30295.00,02-06-2021 21:13:08,Huntington,West Virginia,Carvana,dV-492422,N,The payment gateway does not support
82, 3 ,Alexander Hopkins,201081,Tucson,Hyundai,UPI,3,24950.00,01-05-2021 20:26:40,Baton Rouge,Louisiana,AutoTrader,gU-170891,Y,
83, 21, Louis Way,201137,CX-5,Mazda,UPI,12,26250.00,03-11-2021 13:43:37,Jackson,Mississippi,Carfax,Vc-294778,Y,
84, 19, Jordan Brown,200261,Escape,Ford,Wallet,14,27185.00,08-13-2021 15:54:54,Tupelo,Mississippi,Car Max,eX-034771,Y,
85, 17, Maria Garcia,100379,1500,Ram,UPI,4,33975.00,08-21-2021 01:06:50,Beckley,West Virginia,AutoTrader,Qh-723321,Y,
86, 20, Ryan Collier,200122,Equinox,Chevrolet,UPI,16,26300.00,11-20-2021 02:06:47,Elkins,West Virginia,Carfax,Ao-671297,Y,
87, 25, Karen Smith,100145,Silverado,Chevrolet,Internet Banking,15,34600.00,04-11-2021 09:24:09,Lynchburg,Virginia,Carvana,uM-987444,Y,
88, 11, Chris Jones,300723,Accord,Honda,UPI,7,26520.00,05-13-2021 11:56:07,Spartanburg,South Carolina,AutoTrader,nE-331255,Y,
89, 17, Maria Garcia,200787,CR-V,Honda,Internet Banking,21,26800.00,04-05-2021 04:24:49,Fort Myers,Florida,Carfax,Xc-051719,N,Credit or debit card is canceled
90, 21, Louis Way,300786,Civic,Honda,Wallet,13,22550.00,12-16-2021 00:57:06,Fort Smith,Arkansas,Carfax,AD-820009,Y,
91, 6, Alex Poppins,200528,Grand Cherokee,Jeep,Internet Banking,1,39000.00,04-13-2021 13:47:06,Roanoke,Virginia,Carvana,yY-247964,Y,
92, 9, Chloe Howells,200233,Explorer,Ford,Card,20,35510.00,05-21-2021 08:53:27,Augusta,Georgia,Carvana,nM-001428,Y,
93, 4, Rashid Matthews,100145,Silverado,Chevrolet,Card,6,34600.00,10-06-2021 10:04:20,Lexington,Kentucky,Carfax,BA-543332,Y,
94, 17, Maria Garcia,400562,Wrangler,Jeep,Card,16,30295.00,04-20-2021 10:10:18,Jackson,Kentucky,AutoTrader,GO-004805,Y,
95, 13, James Rodriguez,300804,Model 3,Tesla,UPI,18,46990.00,02-03-2021 02:29:36,Huntington,West Virginia,eBay,QI-961898,Y,
96, 5, Brandon Johnson,100145,Silverado,Chevrolet,Internet Banking,3,34600.00,02-16-2021 21:56:43,Lake Charles,Louisiana,AutoTrader,Rq-673118,N,The billing address is invalid 
97, 25, Karen Smith,100145,Silverado,Chevrolet,Wallet,21,34600.00,03-17-2021 10:34:07,Little Rock,Arkansas,Carvana,Hb-715110,Y,
98, 7, Calvin Harris,200261,Escape,Ford,Internet Banking,20,27185.00,02-14-2021 01:12:45,Knoxville,Tennessee,Car Max,QM-062452,Y,
99, 1, John Smith,200122,Equinox,Chevrolet,UPI,3,26300.00,04-17-2021 16:16:14,Fort Smith,Arkansas,eBay,gl-211554,Y,
100, 19, Jordan Brown,200233,Explorer,Ford,UPI,18,35510.00,04-15-2021 01:15:49,Bristol,Tennessee,eBay,Uf-329609,Y,
101, 25, Karen Smith,200967,Rogue,Nissan,Card,13,27150.00,01-05-2021 14:11:59,Spartanburg,South Carolina,eBay,eh-094954,Y,
102, 9, Chloe Howells,100648,Sierra,GMC,Wallet,4,37195.00,08-08-2021 23:12:34,Fort Smith,Arkansas,AutoTrader,Se-601221,Y,
103, 14, Kumar Singh,201081,Tucson,Hyundai,Card,6,24950.00,05-04-2021 04:21:27,Huntsville,Alabama,Car Max,sZ-935043,Y,
104, 19, Jordan Brown,300804,Model 3,Tesla,Wallet,18,46990.00,07-18-2021 01:48:03,Dulles,Virginia,Carvana,Gr-128282,Y,
105, 12, Eric Kemsley,300479,Camry,Toyota,Card,4,25945.00,02-21-2021 16:00:59,Orlando,Florida,Carfax,IH-462515,Y,
106, 11, Chris Jones,300995,Altima,Nissan,Internet Banking,19,24900.00,12-27-2021 20:07:55,Columbia,South Carolina,Carvana,CK-139217,N,Incorrect Pin
107, 8, Justin Thomas,100145,Silverado,Chevrolet,Wallet,11,34600.00,02-10-2021 08:22:15,Dulles,Virginia,Carfax,mp-544423,N,Credit or debit card is expired 
108, 25, Karen Smith,201278,Outback,Subaru,Wallet,5,26945.00,06-17-2021 17:21:41,Charleston,West Virginia,eBay,rm-082159,Y,
109, 16, Dave Hernandez,300723,Accord,Honda,Wallet,17,26520.00,06-26-2021 21:13:18,Asheville,North Carolina,Carvana,Wc-836783,Y,
110, 24, Amy Barnes,200233,Explorer,Ford,Card,16,35510.00,07-26-2021 12:33:54,Mobile,Alabama,eBay,fM-585583,Y,
111, 7, Calvin Harris,100145,Silverado,Chevrolet,UPI,10,34600.00,07-23-2021 17:37:34,Lake Charles,Louisiana,eBay,BQ-961180,N,The payment gateway does not support
112, 14, Kumar Singh,201137,CX-5,Mazda,Wallet,20,26250.00,05-28-2021 03:50:53,Louisville,Kentucky,eBay,jV-274656,N,Credit or debit card is expired 
113, 14, Kumar Singh,201278,Outback,Subaru,Card,16,26945.00,02-02-2021 10:07:50,Fort Smith,Arkansas,Carfax,MJ-103360,Y,
114, 20, Ryan Collier,200794,HR-V,Honda,Card,10,23650.00,04-07-2021 02:24:26,Columbus,Georgia,eBay,iu-720875,N,Credit or debit card is expired 
115, 2, Mary Jane,100409,Tacoma,Toyota,Wallet,8,27150.00,10-29-2021 08:16:30,Tupelo,Mississippi,eBay,zH-296235,N,Credit or debit card is expired 
116, 23, Usamah Khan,100648,Sierra,GMC,UPI,3,37195.00,11-10-2021 17:34:30,Meridian,Mississippi,Carfax,Gg-896765,Y,
117, 20, Ryan Collier,200787,CR-V,Honda,Card,16,26800.00,04-11-2021 14:21:21,Winston-Salem,North Carolina,eBay,tU-959362,Y,
118, 13, James Rodriguez,200787,CR-V,Honda,UPI,15,26800.00,09-22-2021 00:36:44,Jacksonville,Florida,eBay,yT-052159,Y,
119, 12, Eric Kemsley,200794,HR-V,Honda,Card,13,23650.00,02-26-2021 01:13:31,Norfolk,Virginia,Carfax,GO-039296,Y,
120, 13, James Rodriguez,300723,Accord,Honda,Card,1,26520.00,08-08-2021 04:27:23,Jackson,Mississippi,Carvana,Jo-963863,Y,
121, 17, Maria Garcia,300857,Model Y,Tesla,Card,9,65990.00,06-06-2021 14:46:35,Columbus,Georgia,eBay,uW-410231,Y,
122, 1, John Smith,200261,Escape,Ford,UPI,18,27185.00,02-06-2021 01:10:42,Jackson,Mississippi,Carfax,sh-394470,Y,
123, 14, Kumar Singh,300786,Civic,Honda,Card,6,22550.00,08-17-2021 21:20:33,Beckley,West Virginia,Carvana,My-100001,Y,
124, 11, Chris Jones,201278,Outback,Subaru,Wallet,8,26945.00,07-05-2021 13:19:07,Huntsville,Alabama,AutoTrader,KS-387743,N,Credit or debit card is canceled
125, 10, Max Halloway,200122,Equinox,Chevrolet,Internet Banking,20,26300.00,01-09-2021 12:19:25,Louisville,Kentucky,eBay,cB-303279,Y,
126, 25, Karen Smith,200233,Explorer,Ford,Wallet,5,35510.00,04-14-2021 20:14:29,Norfolk,Virginia,AutoTrader,rI-585810,Y,
127, 12, Eric Kemsley,300479,Camry,Toyota,UPI,11,25945.00,11-23-2021 05:17:25,Dulles,Virginia,eBay,Og-629216,Y,
128, 14, Kumar Singh,201081,Tucson,Hyundai,UPI,19,24950.00,10-29-2021 02:17:23,Greenville,South Carolina,Carfax,HK-080643,Y,
129, 9, Chloe Howells,200528,Grand Cherokee,Jeep,Card,15,39000.00,04-29-2021 03:40:21,Shreveport,Louisiana,AutoTrader,zE-027564,Y,
130, 19, Jordan Brown,200261,Escape,Ford,Internet Banking,15,27185.00,10-13-2021 23:44:30,Columbus,Georgia,Carvana,mA-964622,Y,
131, 16, Dave Hernandez,300995,Altima,Nissan,UPI,15,24900.00,12-25-2021 20:10:51,Memphis,Tennessee,Carfax,Fi-060507,Y,
132, 21, Louis Way,100648,Sierra,GMC,Internet Banking,12,37195.00,06-14-2021 20:15:52,Greensboro,North Carolina,Carfax,Of-552383,Y,
133, 21, Louis Way,200233,Explorer,Ford,Internet Banking,6,35510.00,11-29-2021 21:28:44,Asheville,North Carolina,eBay,LG-847505,Y,
134, 12, Eric Kemsley,100145,Silverado,Chevrolet,UPI,14,34600.00,09-18-2021 03:34:21,Lynchburg,Virginia,AutoTrader,BN-791120,Y,
135, 2, Mary Jane,200794,HR-V,Honda,Wallet,7,23650.00,11-01-2021 11:49:45,Cape Hatteras,North Carolina,eBay,AT-751046,Y,
136, 25, Karen Smith,300479,Camry,Toyota,Internet Banking,11,25945.00,08-09-2021 23:03:58,Tupelo,Mississippi,AutoTrader,iU-286297,Y,
137, 8, Justin Thomas,201137,CX-5,Mazda,UPI,12,26250.00,08-14-2021 18:57:16,Charlotte,North Carolina,eBay,QM-313639,N,The consumers account is suspended or closed 
138, 15, Micheal Smith,300995,Altima,Nissan,Internet Banking,8,24900.00,09-10-2021 20:41:33,Tupelo,Mississippi,eBay,GR-754027,Y,
139, 14, Kumar Singh,200482,RAV4,Toyota,Card,3,26975.00,04-11-2021 13:45:32,Huntington,West Virginia,Carvana,tZ-941783,N,The payment gateway does not support
140, 11, Chris Jones,100409,Tacoma,Toyota,Card,12,27150.00,02-26-2021 06:58:07,Columbia,South Carolina,eBay,Jt-726767,Y,
141, 11, Chris Jones,201081,Tucson,Hyundai,Wallet,1,24950.00,04-26-2021 20:07:17,Montgomery,Alabama,AutoTrader,CF-003721,Y,
142, 12, Eric Kemsley,200482,RAV4,Toyota,Wallet,5,26975.00,11-30-2021 03:35:04,Raleigh,North Carolina,eBay,hF-890611,Y,
143, 24, Amy Barnes,201081,Tucson,Hyundai,UPI,6,24950.00,08-02-2021 04:46:40,Baton Rouge,Louisiana,Car Max,dw-988980,Y,
144, 1, John Smith,201081,Tucson,Hyundai,Card,15,24950.00,09-06-2021 15:41:39,Pensacola,Florida,eBay,If-750428,Y,
145, 1, John Smith,200794,HR-V,Honda,UPI,2,23650.00,07-24-2021 12:52:26,Lynchburg,Virginia,Carvana,HD-436292,N,The payment gateway does not support
146, 4, Rashid Matthews,201137,CX-5,Mazda,Card,14,26250.00,12-23-2021 21:27:40,Baton Rouge,Louisiana,eBay,Ao-482225,Y,
147, 18, Susan Boyle,100494,Highlander,Toyota,Wallet,14,35855.00,03-04-2021 02:57:26,Tampa,Florida,Car Max,nf-358141,N,Credit or debit card is expired 
148, 22, Jenny Pickard,200261,Escape,Ford,Internet Banking,2,27185.00,07-29-2021 11:20:35,Chattanooga,Tennessee,AutoTrader,DH-557764,N,The consumers account is suspended or closed 
149, 12, Eric Kemsley,200122,Equinox,Chevrolet,Card,10,26300.00,08-09-2021 04:58:09,North Little Rock,Arkansas,Carvana,nJ-527427,N,Incorrect Pin
150, 23, Usamah Khan,200528,Grand Cherokee,Jeep,Wallet,14,39000.00,10-02-2021 21:07:30,Richmond,Virginia,AutoTrader,cJ-489855,Y,
151, 6, Alex Poppins,300995,Altima,Nissan,Internet Banking,4,24900.00,10-16-2021 04:46:11,Little Rock,Arkansas,Car Max,Qn-718885,Y,
152, 7, Calvin Harris,201081,Tucson,Hyundai,UPI,20,24950.00,02-16-2021 22:04:01,Key West,Florida,Car Max,mU-307254,Y,
153, 11, Chris Jones,200261,Escape,Ford,Card,13,27185.00,12-22-2021 20:07:09,Bowling Green,Kentucky,Carvana,fj-277586,Y,
154, 2, Mary Jane,100648,Sierra,GMC,Internet Banking,4,37195.00,12-01-2021 02:38:11,Greenville,South Carolina,Car Max,Ee-324997,Y,
155, 16, Dave Hernandez,201278,Outback,Subaru,Internet Banking,11,26945.00,07-27-2021 18:02:10,Bowling Green,Kentucky,Carvana,zG-359031,Y,
156, 13, James Rodriguez,201137,CX-5,Mazda,Wallet,16,26250.00,06-11-2021 02:56:47,Montgomery,Alabama,Carvana,uo-763103,N,The payment gateway does not support
157, 1, John Smith,201137,CX-5,Mazda,Wallet,14,26250.00,05-06-2021 10:22:04,Savannah,Georgia,Car Max,UM-505102,N,Incorrect Pin
158, 12, Eric Kemsley,100648,Sierra,GMC,Card,17,37195.00,02-28-2021 23:17:26,Columbus,Georgia,Carvana,HY-469446,Y,
159, 14, Kumar Singh,200233,Explorer,Ford,UPI,18,35510.00,11-26-2021 08:51:40,Huntsville,Alabama,Car Max,Oh-080455,Y,
160, 20, Ryan Collier,200787,CR-V,Honda,UPI,2,26800.00,12-21-2021 13:46:23,Lake Charles,Louisiana,Car Max,DW-695827,Y,
161, 21, Louis Way,300479,Camry,Toyota,Internet Banking,7,25945.00,02-02-2021 22:48:04,Columbia,South Carolina,Carvana,Wf-473714,Y,
162, 5, Brandon Johnson,201081,Tucson,Hyundai,UPI,10,24950.00,03-15-2021 06:57:02,Nashville,Tennessee,Carfax,MU-698999,Y,
163, 23, Usamah Khan,100494,Highlander,Toyota,UPI,5,35855.00,11-15-2021 17:19:20,Richmond,Virginia,Car Max,YF-102556,N,Merchant account blocks the transaction
164, 14, Kumar Singh,201081,Tucson,Hyundai,Card,1,24950.00,11-30-2021 08:27:20,Little Rock,Arkansas,Carvana,zJ-746033,Y,
165, 13, James Rodriguez,100409,Tacoma,Toyota,Wallet,20,27150.00,09-22-2021 15:44:55,Nashville,Tennessee,AutoTrader,Fw-727037,N,Credit or debit card is expired 
166, 12, Eric Kemsley,300804,Model 3,Tesla,Wallet,9,46990.00,11-05-2021 08:20:17,Charleston,West Virginia,AutoTrader,Ju-890101,Y,
167, 21, Louis Way,200967,Rogue,Nissan,Card,17,27150.00,06-30-2021 21:58:56,Louisville,Kentucky,eBay,Cs-261314,Y,
168, 23, Usamah Khan,201081,Tucson,Hyundai,UPI,4,24950.00,11-24-2021 00:18:09,Raleigh,North Carolina,AutoTrader,xC-228533,Y,
169, 19, Jordan Brown,200794,HR-V,Honda,Internet Banking,15,23650.00,12-05-2021 12:12:15,Bowling Green,Kentucky,Car Max,Uf-578049,Y,
170, 23, Usamah Khan,100648,Sierra,GMC,UPI,20,37195.00,08-30-2021 16:33:23,Atlanta,Georgia,Carfax,Kd-734123,Y,
171, 6, Alex Poppins,200122,Equinox,Chevrolet,Card,10,26300.00,02-24-2021 07:18:11,Greenville,South Carolina,eBay,CK-774249,N,The payment gateway does not support
172, 21, Louis Way,100379,1500,Ram,Wallet,20,33975.00,05-27-2021 20:36:06,Lake Charles,Louisiana,Carvana,SU-411772,Y,
173, 17, Maria Garcia,100648,Sierra,GMC,Wallet,17,37195.00,12-14-2021 11:57:41,Tupelo,Mississippi,Carvana,js-104071,Y,
